title,date,url
Deputado Rafael Brito promove audiência sobre cumprimento da Lei de psicólogos e assistentes sociais nas escolas,30 de maio de 2023,https://www.mdb.org.br/deputado-rafael-brito-promove-audiencia-sobre-cumprimento-da-lei-de-psicologos-e-assistentes-sociais-nas-escolas/
"Com Cleber Verde, MDB aumenta bancada da Câmara para 43 integrantes",29 de maio de 2023,https://www.mdb.org.br/com-cleber-verde-mdb-aumenta-bancada-da-camara-para-43-integrantes/
Governador Helder Barbalho anuncia escolha de Belém para sediar a COP 30 em 2025,26 de maio de 2023,https://www.mdb.org.br/governador-helder-barbalho-anuncia-escolha-de-belem-para-sediar-a-cop-30-em-2025/
Encontro Estadual dos Núcleos e Líderes do MDB da Bahia reúne lideranças para debate,25 de maio de 2023,https://www.mdb.org.br/encontro-estadual-dos-nucleos-e-lideres-do-mdb-da-bahia-reune-liderancas-para-debate/
"Prefeito Arthur Henrique inaugura Centro Especializado em Autismo em Boa Vista, Roraima",25 de maio de 2023,https://www.mdb.org.br/prefeito-arthur-henrique-inaugura-centro-especializado-em-autismo-em-boa-vista-roraima/
Deputado Acácio questiona em audiência pública a ministra do Meio Ambiente,24 de maio de 2023,https://www.mdb.org.br/deputado-acacio-questiona-em-audiencia-publica-a-ministra-do-meio-ambiente/
Governo Lula concorda com 95% de parecer de líder do MDB na Câmara,25 de maio de 2023,https://www.mdb.org.br/governo-lula-concorda-com-95-de-parecer-de-lider-do-mdb-na-camara/
Deputado Acácio convida o Presidente do Ibama para explicar a recusa da licença para a exploração do gás e petróleo no Amapá,24 de maio de 2023,https://www.mdb.org.br/deputado-acacio-convida-o-presidente-do-ibama-para-explicar-a-recusa-da-licenca-para-a-exploracao-do-gas-e-petroleo-no-amap/
Encontro de Núcleos e Líderes do MDB Bahia em parceria com a FUG,23 de maio de 2023,https://www.mdb.org.br/encontro-de-nucleos-e-lideres-do-mdb-bahia-em-parceria-com-a-fug/
Deputada Iza Arruda celebra aprovação de criação da subcomissão em defesa dos autistas,19 de maio de 2023,https://www.mdb.org.br/deputada-iza-arruda-celebra-aprovacao-de-criacao-da-subcomissao-em-defesa-dos-autistas/
"Em Brasília, deputado Rafael Brito preside mesa em debate sobre novo Ensino Médio",17 de maio de 2023,https://www.mdb.org.br/em-brasilia-deputado-rafael-brito-preside-mesa-em-debate-sobre-novo-ensino-medio/
Deputado Acácio sugere carta aberta da Bancada Federal para tratar da exploração do petróleo e gás natural na bacia da Foz do Amazonas,17 de maio de 2023,https://www.mdb.org.br/deputado-acacio-sugere-carta-aberta-da-bancada-federal-para-tratar-da-exploracao-do-petroleo-e-gas-natural-na-bacia-da-foz-do-amazonas/
Deputada Iza Arruda assume relatoria do Projeto de Lei do Piso Salarial dos fisioterapeutas e terapeutas ocupacionais,16 de maio de 2023,https://www.mdb.org.br/deputada-iza-arruda-assume-relatoria-do-projeto-de-lei-do-piso-salarial-dos-fisioterapeutas-e-terapeutas-ocupacionais/
Jornal dos Núcleos – edição maio 2023,15 de maio de 2023,https://www.mdb.org.br/jornal-dos-nucleos-edicao-maio/
Deputado Acácio Favacho participa de audiência pública para debater extinção da Funasa na ALAP,11 de maio de 2023,https://www.mdb.org.br/deputado-acacio-favacho-participa-de-audiencia-publica-para-debater-extincao-da-funasa-na-alap/
